,DDX,NN,II,MM,IE,YB,NP,YM,YF,IKM,JX,TT,MOM,VE,VVYN1,VQ,IKO,IH,VI,IA,VDO,PRFKM,CC,PXH,VN,DJM,CSA,IKX,RR,VDX,PRF,JO,JM,DKX,RD,PMXKM,VVYX2,MLX,RJ,DJX,PRFKO,YQ,PMXKO,CSB,DGX,FB,MLO,VR,VOMX1,RK,PRFKX,VVMX2,PMX,VS,DGO,DGM,VCM,PTH,VVMX1,DJO,FZ,DDM,VDM,DDO,VOYN1,IKF,DKM,VOMX2,FO,VCH,MOX,PMXKX,JF,FF,VOYX2,JT,QQ,VVTX2,MLF,PRFKF,VVYN1F,UU,VVYM1F,PTM,VVTM1F,FS,VVTN1,VCN,PMXKF,VVTN1F,PTMKM,DDF,PTN,PTNKM,VOTN1,PTMKF,PTMKO,PTMKX,DKO,DGF,VDF,PXR,FU,MOF,PTNKO,VOTX2,PTNKF,MOO,PTNKX,DKF,--s--
VS,0.05532107325896895,0.18435333132348508,0.015224600542659028,0.017334941211938498,0.0,0.0,0.012812782634911065,0.0025625565269822128,0.0028640337654507087,0.022460054265902925,0.02833886041603859,0.4131745553210733,0.0,0.00015073861923424781,0.015978293638830268,0.0025625565269822128,0.01175761230027133,0.0,0.0015073861923424782,0.0,0.00015073861923424781,0.003919204100090443,0.0004522158577027434,0.0,0.004974374434730178,0.0,0.04597527886644558,0.0,0.02065119083509195,0.0,0.007838408200180886,0.00015073861923424781,0.0,0.013264998492613807,0.007687669580946638,0.015375339161893277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006029544769369913,0.0051251130539644255,0.0,0.0,0.0,0.0,0.006331022007838408,0.0012059089538739825,0.0,0.036930961712390714,0.00030147723846849563,0.0,0.005426590292432921,0.0051251130539644255,0.009195055773289117,0.0006029544769369913,0.0,0.0,0.005577328911667169,0.0,0.0037684654808561955,0.0,0.0,0.007536930961712391,0.0,0.00015073861923424781,0.0006029544769369913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015073861923424781,0.0,0.0,0.0,0.0018088634308109737,0.0,0.0,0.0021103406692794696,0.0,0.0,0.0,0.0,0.0,0.0006029544769369913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGO,0.0006441223832528181,0.21384863123993558,0.24412238325281804,0.033816425120772944,0.02962962962962963,0.0,0.003864734299516908,0.00032206119162640903,0.00032206119162640903,0.2318840579710145,0.044766505636070854,0.0,0.0,0.0006441223832528181,0.0,0.0,0.05410628019323672,0.0,0.00032206119162640903,0.1178743961352657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003542673107890499,0.0006441223832528181,0.0,0.0,0.000966183574879227,0.0006441223832528181,0.00032206119162640903,0.0,0.0,0.000966183574879227,0.0,0.0,0.0,0.0,0.000966183574879227,0.0006441223832528181,0.0,0.0,0.0006441223832528181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032206119162640903,0.0,0.013848631239935587,0.0,0.00032206119162640903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGM,0.005040806529044647,0.6118578972635622,0.1271003360537686,0.04548727796447431,0.014522323571771483,0.0003600576092174748,0.002400384061449832,0.0070811329812770045,0.0027604416706673066,0.005040806529044647,0.06228996639462314,0.007441190590494479,0.000600096015362458,0.003360537686029765,0.00972155544887182,0.006961113778204513,0.00012001920307249159,0.0,0.003840614498319731,0.012241958713394143,0.00012001920307249159,0.00012001920307249159,0.00024003840614498319,0.0,0.0037205952952472396,0.0,0.0,0.0,0.003600576092174748,0.009241478636581852,0.00012001920307249159,0.0003600576092174748,0.015482477196351416,0.02400384061449832,0.00012001920307249159,0.000600096015362458,0.0003600576092174748,0.0008401344215074412,0.0,0.00012001920307249159,0.0,0.0013202112337974076,0.0003600576092174748,0.0,0.0,0.0008401344215074412,0.0,0.0,0.0,0.00012001920307249159,0.0,0.0,0.0008401344215074412,0.0,0.0,0.00012001920307249159,0.00048007681228996637,0.0,0.0009601536245799327,0.0,0.00024003840614498319,0.0010801728276524244,0.000600096015362458,0.0,0.0,0.0,0.00024003840614498319,0.00012001920307249159,0.003960633701392223,0.0,0.0,0.00024003840614498319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003600576092174748,0.0,0.0,0.00012001920307249159,0.0,0.0,0.00012001920307249159,0.00012001920307249159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048007681228996637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCM,0.04179927859113092,0.19195134026451657,0.019874107079708606,0.006719004172855223,0.013650187424853242,0.012023481151425135,0.023198245986279085,0.09717801824740081,0.15595162316995545,0.02503713133884999,0.006860456892283754,0.0608953957139826,0.0,0.015206167338567084,0.03932385600113162,0.016832873611995192,0.013933092863710304,0.004385034302284462,0.006789730532569488,0.003960676143998868,0.0028997807482848857,0.000424358158285593,0.03281703090741919,7.072635971426551e-05,0.005304476978569913,0.0,0.005375203338284179,0.0006365372374283895,0.007426267769997878,0.005728835136855506,0.0002121790791427965,0.0004950845179998585,0.0028997807482848857,0.0006365372374283895,0.003748497064856072,0.0015559799137138412,0.07065563335455124,0.0010608953957139827,0.0,0.0011316217554282481,0.0002121790791427965,0.015135440978852818,0.00028290543885706204,0.00028290543885706204,0.00035363179857132753,0.007284815050569347,0.0,0.0,0.00028290543885706204,0.0006365372374283895,0.0,0.0036777707051418064,0.01039677487799703,0.0,0.0,0.00014145271942853102,0.008557889525426127,0.00014145271942853102,0.004314307942570196,0.0,0.0007072635971426551,7.072635971426551e-05,0.00028290543885706204,0.00014145271942853102,0.00014145271942853102,0.0,7.072635971426551e-05,0.000990169035999717,0.0041728552231416645,0.0,0.0,0.0,0.0,0.013862366503996039,0.0,0.0,0.0,0.00035363179857132753,7.072635971426551e-05,0.00014145271942853102,0.0004950845179998585,0.0005658108777141241,0.005799561496569771,0.004455760661998727,0.00014145271942853102,0.013933092863710304,0.0,0.000990169035999717,0.0005658108777141241,0.0,0.0007072635971426551,7.072635971426551e-05,0.0,0.0,0.0,0.00028290543885706204,0.0002121790791427965,0.0002121790791427965,7.072635971426551e-05,0.0,0.0,0.0,0.0,0.0,7.072635971426551e-05,0.0,7.072635971426551e-05,0.0,0.0,0.0,0.0
PTH,0.008959083772051353,0.06114343770204119,0.05190726886487485,0.004525722730211509,0.14306825528770667,0.0011083402604599613,0.003417382469751547,0.020042486376650966,0.028539761706844,0.1927588436316616,0.012468827930174564,0.038053015609125336,0.0002770850651149903,0.005541701302299806,0.00997506234413965,0.002586127274406576,0.0333425695021705,0.1419599150272467,0.004340999353468182,0.13475570333425696,0.00046180844185831715,0.0019395954558049321,0.005172254548813152,0.00018472337674332686,0.000646531818601644,0.0,0.0,0.009236168837166343,0.005356977925556479,0.005911148055786459,0.004895169483698162,0.0,0.0017548720790616053,0.005356977925556479,0.009051445460423017,0.00563406299067147,0.00018472337674332686,0.0,0.000646531818601644,0.0013854253255749516,0.00018472337674332686,0.002401403897663249,0.0005541701302299807,0.00018472337674332686,9.236168837166343e-05,0.0012007019488316246,0.0,0.0,0.0,0.006927126627874758,0.0003694467534866537,0.0,0.00831255195344971,0.0,0.0,0.0,0.0002770850651149903,0.00018472337674332686,9.236168837166343e-05,0.0,0.0,0.0009236168837166343,9.236168837166343e-05,0.0002770850651149903,0.0010159785720882978,0.011175764292971275,0.0009236168837166343,0.0002770850651149903,0.0016625103906899418,0.003971552599981528,0.0,0.0003694467534866537,9.236168837166343e-05,9.236168837166343e-05,0.0,0.0,0.0,0.0,0.0,9.236168837166343e-05,9.236168837166343e-05,0.0,0.0,0.0,0.0,0.0011083402604599613,0.0,0.0,9.236168837166343e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003694467534866537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VVMX1,0.012967655388284394,0.06073930541064242,0.0034841258011626174,0.004154866597108362,0.00044716053063049635,0.011887017439260695,0.0029624385154270383,0.12349083320912208,0.5209420181845282,0.00011179013265762409,0.00437844686242361,0.02492919958265017,3.726337755254136e-05,0.004676553882843941,0.008216574750335371,0.012371441347443732,0.0012669548367864063,0.0,0.0031673870919660158,7.452675510508272e-05,0.00035400208674914293,0.0002981070204203309,0.05252273066030705,0.0004844239081830377,0.0001863168877627068,0.0006893724847220152,0.021072440005962142,3.726337755254136e-05,0.006372037561484573,0.002925175137874497,0.0010992696377999701,9.31584438813534e-05,0.0016209569235355493,0.002571173051125354,0.003800864510359219,0.0012110597704575942,0.0019190639439558802,0.0,0.0009129527500372634,0.0021240125204948575,0.00013042182143389476,0.00797436279624385,0.0003726337755254136,0.002813385005216873,0.00016768519898643612,0.0016209569235355493,0.0,1.863168877627068e-05,0.00013042182143389476,0.0007638992398270979,0.00011179013265762409,0.0001863168877627068,0.03305261588910419,0.0,1.863168877627068e-05,3.726337755254136e-05,0.0005775823520643911,0.0015091667908779252,0.004061708153227008,0.0,9.31584438813534e-05,0.00022358026531524818,0.00011179013265762409,5.5895066328812044e-05,0.0,0.0,1.863168877627068e-05,7.452675510508272e-05,0.0014719034133253838,0.0002794753316440602,3.726337755254136e-05,5.5895066328812044e-05,1.863168877627068e-05,0.007881204352362498,0.0,0.0,0.0,0.00046579221940676703,0.0,0.0,0.00022358026531524818,0.00042852884185422567,0.0005030555969593083,0.0017327470561931734,3.726337755254136e-05,0.030388284394097482,0.00016768519898643612,0.00024221195409151886,0.00013042182143389476,0.0,0.0006334774183932031,0.0,0.00014905351021016544,7.452675510508272e-05,0.0,0.0,0.00016768519898643612,0.00011179013265762409,0.0,0.0,0.0,0.0,0.0,0.0,7.452675510508272e-05,0.0,0.0,0.0,0.0,0.0,0.0
DJO,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FZ,0.01308055302591274,0.19538041228578526,0.032866959185363025,0.03973838893948174,0.02044871264177498,0.19322791621823,0.007202582995281067,0.0819604271876811,0.0273201423958937,0.01854458150509148,0.03692358638960179,0.012583823164169219,8.278831029058697e-05,0.019620829538869112,0.014819107542015068,0.007533736236443414,0.0017385545161023263,0.00016557662058117395,0.010182962165742198,0.0013246129646493916,0.0014901895852305655,0.0,0.01937246460799735,0.0002483649308717609,0.0095206556834175,0.0,0.0,0.00041394155145293483,0.010431327096613959,0.005298451858597566,0.00016557662058117395,0.0002483649308717609,0.014074012749399786,0.0033115324116234786,0.0005795181720341088,0.0013246129646493916,0.0018213428263929134,0.0031459557910423048,0.00016557662058117395,0.0002483649308717609,0.00041394155145293483,0.02268399701962083,8.278831029058697e-05,8.278831029058697e-05,0.0,0.012252669923006871,0.04205646162761818,0.0,0.0,0.0009934597234870436,0.0004967298617435218,0.00016557662058117395,0.004222203824819935,0.0,0.0,0.00016557662058117395,0.0008278831029058697,0.0003311532411623479,0.0005795181720341088,0.0,0.06010431327096614,0.0004967298617435218,0.0006623064823246958,0.0005795181720341088,0.0,0.00041394155145293483,0.0002483649308717609,0.00041394155145293483,0.011921516681844524,0.00016557662058117395,0.0,0.0,0.0,0.0002483649308717609,0.0,0.0,0.0,0.00016557662058117395,0.00016557662058117395,0.0,0.0,0.0013246129646493916,0.0016557662058117393,0.0,0.0,0.0254160112592102,0.0,0.0015729778955211524,0.0,0.0,0.00016557662058117395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002318072688136435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDM,0.0011321822813472968,0.6576563826776111,0.011463345598641381,0.013869232946504387,0.0001415227851684121,0.0005660911406736484,0.0008491367110104727,0.003962637984715539,0.006580809510331164,0.00035380696292103026,0.09290970846306255,0.017973393716388338,0.0004953297480894424,0.03120577412963487,0.06340220775544862,0.005165581658647042,0.0,0.0,0.018185677894140957,0.0007783753184262667,0.0018397962071893576,0.00021228417775261818,0.0,7.076139258420605e-05,0.005094820266062836,0.0,7.076139258420605e-05,0.0,0.0029012170959524484,0.0036088310217945088,0.0002830455703368242,0.0,0.026323238041324654,0.01004811774695726,0.00042456835550523637,0.0002830455703368242,0.001202943673931503,0.0,0.0,7.076139258420605e-05,0.0,0.0016275120294367393,0.0,0.0,0.0002830455703368242,0.00035380696292103026,7.076139258420605e-05,0.0,0.0,0.005307104443815454,0.0,0.0001415227851684121,0.0007076139258420605,0.00035380696292103026,0.00021228417775261818,0.0001415227851684121,0.00035380696292103026,0.00021228417775261818,0.0021228417775261818,0.0,0.0,7.076139258420605e-05,0.0022643645626945937,0.0,0.0022643645626945937,0.0,0.0,0.0001415227851684121,0.002547410133031418,0.00021228417775261818,0.0,0.0,0.0,0.0001415227851684121,0.0,7.076139258420605e-05,0.0,0.0002830455703368242,0.0,0.0,0.0,7.076139258420605e-05,7.076139258420605e-05,0.0,7.076139258420605e-05,0.0007076139258420605,0.0,7.076139258420605e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDM,0.0016891891891891893,0.42321867321867324,0.008906633906633907,0.010135135135135136,0.0004606879606879607,0.004760442260442261,0.004146191646191646,0.014434889434889435,0.004914004914004914,0.0,0.02886977886977887,0.017966830466830466,0.0,0.01888820638820639,0.38098894348894347,0.012438574938574939,0.005374692874692875,0.0,0.005681818181818182,0.0007678132678132678,0.0004606879606879607,0.0003071253071253071,0.015816953316953316,0.0,0.0023034398034398034,0.0,0.0,0.0003071253071253071,0.0029176904176904175,0.0016891891891891893,0.0,0.0,0.009520884520884522,0.005835380835380835,0.00015356265356265356,0.0,0.001074938574938575,0.0,0.0,0.0,0.0,0.0012285012285012285,0.0,0.0,0.0003071253071253071,0.0007678132678132678,0.0,0.0,0.00015356265356265356,0.0,0.0,0.0004606879606879607,0.0006142506142506142,0.0,0.0,0.0004606879606879607,0.0,0.0,0.0029176904176904175,0.0,0.0,0.0,0.0023034398034398034,0.0,0.0,0.0,0.0,0.0,0.0029176904176904175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015356265356265356,0.00015356265356265356,0.0,0.0,0.0,0.0018427518427518428,0.0012285012285012285,0.0,0.0,0.0,0.00015356265356265356,0.0,0.0003071253071253071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDO,0.0007198387561186294,0.7456089835876764,0.008494097322199827,0.024762453210480852,0.005326806795277857,0.00028793550244745177,0.0010077742585660812,0.0014396775122372588,0.00014396775122372588,0.0,0.131298589116038,0.0041750647854880505,0.0,0.0017276130146847107,0.00028793550244745177,0.0005758710048949035,0.0015836452634609846,0.005182839044054132,0.0014396775122372588,0.01151742009789807,0.0018715807659084366,0.0,0.0,0.0,0.00014396775122372588,0.0,0.0,0.0,0.002591419522027066,0.00014396775122372588,0.0,0.00806219406852865,0.001151742009789807,0.011085516844226893,0.0,0.0,0.01295709761013533,0.0,0.0,0.0,0.00028793550244745177,0.0020155485171321624,0.00028793550244745177,0.0,0.0018715807659084366,0.0008638065073423554,0.0,0.0,0.0,0.0,0.0,0.00028793550244745177,0.00014396775122372588,0.00014396775122372588,0.00014396775122372588,0.0,0.00014396775122372588,0.0,0.0,0.0,0.00014396775122372588,0.0,0.0,0.00028793550244745177,0.0,0.0,0.0,0.0010077742585660812,0.005038871292830406,0.0,0.0010077742585660812,0.0,0.00028793550244745177,0.0008638065073423554,0.0,0.00028793550244745177,0.0,0.0004319032536711777,0.0,0.0,0.0,0.00014396775122372588,0.0,0.00014396775122372588,0.0,0.00028793550244745177,0.00028793550244745177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOYN1,0.02447052089295936,0.07913566113337149,0.0015741270749856898,0.0045792787635947334,0.0,0.0045792787635947334,0.008872352604464796,0.17530051516886092,0.28978248425872927,0.0,0.010875787063537493,0.03133943903835146,0.00014310246136233542,0.0034344590726960505,0.0025758443045220377,0.040641099026903264,0.0,0.0,0.012163709215798511,0.0,0.0005724098454493417,0.0011448196908986834,0.12993703491700057,0.00014310246136233542,0.0014310246136233543,0.0,0.10632512879221523,0.0,0.0008586147681740126,0.0028620492272467086,0.00028620492272467084,0.00028620492272467084,0.002003434459072696,0.001001717229536348,0.00500858614768174,0.002718946765884373,0.0008586147681740126,0.00028620492272467084,0.001001717229536348,0.0018603319977103605,0.0005724098454493417,0.013451631368059531,0.00028620492272467084,0.0012879221522610188,0.0005724098454493417,0.0007155123068116772,0.0,0.0,0.0015741270749856898,0.0005724098454493417,0.0,0.0,0.006153405838580424,0.0,0.00028620492272467084,0.00028620492272467084,0.0,0.0025758443045220377,0.001001717229536348,0.0,0.0,0.001001717229536348,0.0,0.0005724098454493417,0.00028620492272467084,0.0,0.00014310246136233542,0.0,0.0022896393817973667,0.0011448196908986834,0.0,0.0,0.0004293073840870063,0.0,0.00014310246136233542,0.0,0.0,0.0,0.0,0.0,0.0,0.00028620492272467084,0.0004293073840870063,0.0008586147681740126,0.0,0.014167143674871208,0.0,0.0,0.0,0.00014310246136233542,0.0,0.0,0.0004293073840870063,0.00028620492272467084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKF,0.0,0.37181158071122694,0.01876745485012102,0.013852169056041705,0.01880469186371253,0.005064233848445354,0.03373673431390802,0.025321169242226774,0.01854403276857196,0.015676782722025693,0.010240178737665239,0.018692980822938,0.0,0.0015639545708434183,0.04885496183206107,0.00964438652020108,0.0,0.006479240364922733,0.0039843604542915655,0.0,0.002830013032954757,0.0,0.013703221001675666,0.0,0.0,0.0,0.0,0.0,0.0007447402718301992,0.0,0.0,0.0,0.0,0.0008192142990132191,0.0006330292310556693,0.0005585552038726494,0.05969093278719047,0.0,0.0,0.0,0.0,0.0024948799106311675,0.0,0.0,0.0,0.0011915844349283187,0.0,0.0,0.0,0.0,0.0,0.0,0.0039843604542915655,0.005808974120275554,0.0,0.0,0.0,0.0,0.08050642338484454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023086948426736175,0.0,0.0,0.0,0.01050083783280581,0.0,0.0,0.0,0.0,0.005771737106684044,0.0,0.0,0.06892571215788494,0.0006330292310556693,0.11312604729100727,0.0,0.001079873394153789,0.0017501396388009682,3.723701359150996e-05,0.0,0.0,3.723701359150996e-05,0.0,0.00011171104077452989,3.723701359150996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0012660584621113386,0.0,0.0,3.723701359150996e-05,0.00033513312232358967,0.0,0.0,0.0,0.0,0.0,3.723701359150996e-05,0.0
DKM,0.0012174336498660824,0.5105916727538349,0.0024348672997321647,0.0019478938397857316,0.0,0.0009739469198928658,0.0007304601899196494,0.012174336498660824,0.011930849768687607,0.0,0.0620891161431702,0.006574141709276844,0.0,0.02410518626734843,0.25687850012174335,0.003165327489651814,0.0,0.0,0.007791575359142927,0.0004869734599464329,0.0007304601899196494,0.0,0.0,0.00024348672997321646,0.014852690528366203,0.0,0.0,0.0,0.0019478938397857316,0.0012174336498660824,0.0,0.0,0.04845385926467007,0.0,0.0,0.00024348672997321646,0.0019478938397857316,0.0,0.0,0.0,0.0,0.0007304601899196494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012174336498660824,0.0,0.0,0.0004869734599464329,0.00024348672997321646,0.003165327489651814,0.0,0.0004869734599464329,0.0,0.008278548819089359,0.0,0.00024348672997321646,0.0,0.008035062089116142,0.00024348672997321646,0.0024348672997321647,0.0,0.0,0.0,0.00024348672997321646,0.0,0.0,0.0,0.0,0.00024348672997321646,0.0,0.0,0.0004869734599464329,0.0,0.0,0.0,0.0,0.00024348672997321646,0.0,0.0,0.0,0.0,0.00024348672997321646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024348672997321646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOMX2,0.006857795980569578,0.2569768549385656,0.07391180112391656,0.01238213163158396,0.0020954376607295933,0.008286503476521573,0.004857605486236784,0.17735022383084104,0.19897133060291455,0.0,0.023049814268025527,0.021144870940089534,0.0,0.011905895799599962,0.007810267644537575,0.007524526145347176,0.015239546623487952,0.0018096961615391943,0.004476616820649586,0.0026669206591103914,0.001523954662348795,9.524716639679969e-05,0.03438422706924469,0.0,0.005333841318220783,0.0,0.022573578436041526,0.0010477188303647967,0.0057148299838079815,0.002762167825507191,0.0,0.001523954662348795,0.0023811791599199924,0.02866939708543671,0.0036193923230783886,0.0008572244975711972,0.0023811791599199924,0.0007619773311743975,0.00038098866558719876,0.0004762358319839985,0.0,0.0036193923230783886,0.00019049433279359938,0.00038098866558719876,0.0010477188303647967,0.0028574149919039908,0.0,0.0,9.524716639679969e-05,0.0004762358319839985,0.0,0.00038098866558719876,0.014668063625107154,0.0020001904943327937,0.0,0.0,0.0004762358319839985,0.0002857414991903991,0.0016192018287455947,0.0,0.00038098866558719876,9.524716639679969e-05,0.0,0.0005714829983807982,0.00019049433279359938,0.0,0.0,0.0013334603295551957,0.002476426326316792,9.524716639679969e-05,0.0,0.00019049433279359938,0.0,9.524716639679969e-05,0.0,0.0,0.0,9.524716639679969e-05,0.0,0.0,9.524716639679969e-05,9.524716639679969e-05,0.00019049433279359938,0.0,0.0,0.014001333460329555,9.524716639679969e-05,0.0,0.0,9.524716639679969e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FO,0.015895953757225433,0.31254335260115607,0.05393063583815029,0.05494219653179191,0.02277456647398844,0.02485549132947977,0.008843930635838151,0.05234104046242775,0.04476878612716763,0.04101156069364162,0.03407514450867052,0.03982658959537572,0.000722543352601156,0.026213872832369943,0.01884393063583815,0.0077167630057803464,0.023236994219653178,0.00976878612716763,0.008901734104046244,0.013410404624277457,0.0027167630057803468,0.0008381502890173411,0.007630057803468208,0.0006358381502890173,0.006820809248554913,0.0,2.8901734104046242e-05,0.0010404624277456647,0.006242774566473989,0.004046242774566474,0.00043352601156069364,0.0005780346820809249,0.005144508670520231,0.0034971098265895954,0.0032658959537572255,0.0034971098265895954,0.007167630057803468,0.0017341040462427746,0.00046242774566473987,0.0019942196531791906,0.00011560693641618497,0.013641618497109827,0.0006069364161849711,0.0006936416184971098,0.000722543352601156,0.00661849710982659,0.0010404624277456647,0.0,0.0,0.0019364161849710982,0.00014450867052023122,0.0005780346820809249,0.009277456647398844,0.0,0.0002023121387283237,0.00037572254335260113,0.001907514450867052,0.0024566473988439307,0.0015895953757225434,0.0,0.002976878612716763,0.0007514450867052023,0.00028901734104046245,0.0003468208092485549,0.0002023121387283237,0.0,0.0008959537572254335,0.001531791907514451,0.05277456647398844,0.00011560693641618497,8.670520231213873e-05,0.0,0.0006358381502890173,0.00046242774566473987,0.0,2.8901734104046242e-05,0.0,0.00037572254335260113,0.0,0.0,0.0,0.0008959537572254335,0.0010982658959537573,0.001907514450867052,0.0,0.017947976878612718,0.00014450867052023122,0.0004046242774566474,8.670520231213873e-05,0.0,0.0005780346820809249,0.0,0.0003468208092485549,0.00028901734104046245,0.0,0.0,0.00014450867052023122,0.0,5.7803468208092484e-05,2.8901734104046242e-05,5.7803468208092484e-05,5.7803468208092484e-05,2.8901734104046242e-05,0.0,8.670520231213873e-05,0.0,0.0,0.0,0.0,5.7803468208092484e-05,0.0
VCH,0.016166281755196306,0.08622016936104696,0.0005132152938157557,0.006415191172696947,0.0,0.006928406466512702,0.006158583525789068,0.19912753400051322,0.2761098280728766,0.0,0.009237875288683603,0.1819348216576854,0.0,0.008211444701052091,0.0043623299974339235,0.014883243520656916,0.0010264305876315114,0.0,0.002052861175263023,0.0,0.0,0.0,0.07364639466256094,0.00025660764690787786,0.0,0.0,0.0005132152938157557,0.0,0.010264305876315114,0.0028226841159866563,0.0,0.00025660764690787786,0.0012830382345393892,0.0012830382345393892,0.008211444701052091,0.005132152938157557,0.0007698229407236335,0.0,0.00025660764690787786,0.002052861175263023,0.0,0.010007698229407237,0.00025660764690787786,0.0005132152938157557,0.0010264305876315114,0.005388760585065435,0.0,0.0,0.0,0.00025660764690787786,0.0,0.0007698229407236335,0.013600205286117526,0.0,0.0,0.0005132152938157557,0.0023094688221709007,0.008981267641775726,0.001796253528355145,0.0,0.0,0.00025660764690787786,0.0,0.0,0.0,0.0,0.00025660764690787786,0.0,0.003079291762894534,0.0043623299974339235,0.0,0.00025660764690787786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025660764690787786,0.0,0.0,0.0,0.018475750577367205,0.0,0.0,0.0005132152938157557,0.0,0.0,0.0,0.0005132152938157557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005132152938157557,0.0
